id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1102196110296420031,https://www.nocarz.pl/rooms/1102196110296420031,20250305023237,2025-03-11,city scrape,Ona - 2 bedrooms in Sant Gervasi,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,"Sant Gervasi is an idyllic, family-friendly neighborhood known for its tranquility and beautiful Turo Parc. Enjoy strolling the paseos and shopping the vast collection of luxurious shops and fine dining along Avenida Diagonal. Looking to stock your kitchen and taste some of Barcelona's most delicious, locally-sourced food? Look no further than the famous Mercat de Galvany where you'll find everything from tasty jamon Iberico and handmade pasta to fresh produce, fish and meat.",https://a0.muscache.com/pictures/prohost-api/Hosting-1102196110296420031/original/d71a222f-0163-44a3-a3ff-9b71d8ff2489.jpeg,346367515,https://www.nocarz.pl/users/show/346367515,Ukio,2020-05-15,"Barcelona, Spain","At Ukio, we've redefined the concept of living and working abroad. We offer fully-furnished, designer apartments for mid-to-long-term stays in Europe's most vibrant cities, combining comfort, flexibility, and premium service.",within a few hours,,98%,f,https://a0.muscache.com/im/pictures/user/f790e9f4-a54f-4132-83d8-f71b8c9e3760.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f790e9f4-a54f-4132-83d8-f71b8c9e3760.jpg?aki_policy=profile_x_medium,Ibiza,841,853,"['phone', 'work_email']",t,t,,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,41.40338,,Entire rental unit,Entire home/apt,,,1 bath,2,2,"[""Coffee maker"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Hangers"", ""Iron"", ""Pets allowed"", ""TV"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""Stove"", ""Oven"", ""First aid kit"", ""Air conditioning"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Freezer"", ""Blender"", ""Dishwasher"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Hot water kettle"", ""Washer"", ""Hair dryer"", ""Toaster"", ""Elevator""]",$123.00,31,330,31,,330,330,31.0,330.0,,t,0,,0,0,,0,,,0,0,0,0,,,,,,,,,,,f,483,483,0,0,
,https://www.nocarz.pl/rooms/1105768065494524743,20250305023237,,city scrape,Central apartment Montjuic 2BR,Enjoy the simplicity of this quiet and central place.,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEwNTc2ODA2NTQ5NDUyNDc0Mw%3D%3D/original/0a7058f5-1468-4af6-8d31-a806e45659e7.jpeg,168078442,,Mercedes,2018-01-16,"Barcelona, Spain","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b5fb4c65-fd03-4eef-93f2-5bbcb70d6a99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5fb4c65-fd03-4eef-93f2-5bbcb70d6a99.jpg?aki_policy=profile_x_medium,,,11,"['email', 'phone']",t,t,,el Poble Sec,Sants-Montjuïc,41.374354213949445,2.167109165340428,Entire rental unit,Entire home/apt,4,,1 bath,2,2,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""First aid kit"", ""Kitchen""]",,31,365,31,31,365,365,31.0,,,t,1,29,,334,2025-03-06,3,,0,270,3,,19344,2024-06-23,2024-11-15,5.0,4.67,5.0,5.0,5.0,5.0,5.0,Exempt,t,6,6,0,,0.35
1106319292472634297,https://www.nocarz.pl/rooms/1106319292472634297,,2025-03-11,city scrape,Piso en barrio tranquilo,,,,551998562,https://www.nocarz.pl/users/show/551998562,Jaume,,,"",within a day,60%,13%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,8,9,"['email', 'phone']",,t,,el Camp de l'Arpa del Clot,Sant Martí,41.411074,2.183443,Entire rental unit,Entire home/apt,5,1.0,1 bath,3,3,"[""Heating"", ""AC - split type ductless system"", ""TV"", ""Kitchen"", ""Hot water"", ""Free washer \u2013 In unit"", ""Hangers"", ""Wifi""]",$75.00,32,365,32,32,365,365,32.0,365.0,,t,0,9,,178,,1,1,,178,1,,4800,2024-05-27,2024-05-27,5.0,5.0,5.0,5.0,,4.0,5.0,Exempt,f,8,8,0,0,
1108630152135794349,,20250305023237,2025-03-06,city scrape,Piso en arc de triomf,"Enjoy the simplicity of this quiet and central home. <br />It's newly renovated, so you're practically going to release it. <br />It has two bedrooms, a double with a double bed and a single with a folding bed and a desk where you can enjoy a work area.<br />The living-dining room is very well connected to the fully furnished kitchen ready to enjoy.",,https://a0.muscache.com/pictures/hosting/Hosting-1108630152135794349/original/ce9507ea-4849-4202-a259-7c47c284bb38.jpeg,441459915,https://www.nocarz.pl/users/show/441459915,Gemma,,,,within a day,75%,50%,,https://a0.muscache.com/im/pictures/user/User-441459915/original/5480526b-0b62-463c-aa21-a1fd8c8485cb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-441459915/original/5480526b-0b62-463c-aa21-a1fd8c8485cb.jpeg?aki_policy=profile_x_medium,,1,,"['email', 'phone']",,,,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38893085702559,2.1780016882432327,,Entire home/apt,2,1.0,1 bath,2,2,"[""Dedicated workspace"", ""Paid street parking off premises"", ""Refrigerator"", ""Drying rack for clothing"", ""Fast wifi \u2013 414 Mbps"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Double oven"", ""Laundromat nearby"", ""Bed linens"", ""Portable fans"", ""Dishwasher"", ""Other gas stove"", ""TV"", ""Dishes and silverware"", ""Wine glasses"", ""Central heating"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Room-darkening shades"", ""Washer"", ""Microwave"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Ethernet connection"", ""Clothing storage: wardrobe"", ""Extra pillows and blankets""]",$84.00,,182,90,90,182,,90.0,,,t,0,0,0,10,2025-03-06,1,1,0,10,1,180,15120,2024-10-24,2024-10-24,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,f,1,,0,0,0.22
1108690419660295040,https://www.nocarz.pl/rooms/1108690419660295040,20250305023237,2025-03-06,previous scrape,Habitación En Barcelona,Enjoy the simplicity of this quiet and central home.,,,,https://www.nocarz.pl/users/show/566193343,Mohamed,2024-03-09,,"",within a day,100%,95%,f,https://a0.muscache.com/im/pictures/user/User-566193343/original/b17e228a-807e-4a8d-bede-38c1c901d59c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-566193343/original/b17e228a-807e-4a8d-bede-38c1c901d59c.jpeg?aki_policy=profile_x_medium,,,1,"['email', 'phone']",t,t,,Navas,,41.41921,2.18335,,Private room,,,1 private bath,1,,"[""Room-darkening shades"", ""TV"", ""Wifi"", ""Laundromat nearby"", ""Pets allowed"", ""Microwave"", ""Host greets you"", ""Elevator"", ""Outdoor dining area"", ""Private patio or balcony"", ""Extra pillows and blankets"", ""Mini fridge"", ""Clothing storage"", ""Hot water""]",,,120,2,2,120,120,2.0,,,t,0,0,0,0,2025-03-06,38,38,0,0,,228,,2024-03-29,2024-11-17,4.61,4.58,,4.66,4.68,4.71,,,f,1,,1,0,3.32
1106648112446243460,https://www.nocarz.pl/rooms/1106648112446243460,20250305023237,2025-03-05,city scrape,Nou Camp Single Room with private balcony.New flat,,,https://a0.muscache.com/pictures/hosting/Hosting-1106648112446243460/original/5c04236a-247b-40f6-9933-6da29e799632.jpeg,525238356,https://www.nocarz.pl/users/show/525238356,Meritxell,,,Hospitalidad y amabilidad. Estarás acogido y con todos los detalles que necesitas para tu viaje.,within an hour,100%,84%,f,,https://a0.muscache.com/im/pictures/user/User-525238356/original/5d52f96e-5a40-43fd-a2eb-2c81b95fb126.jpeg?aki_policy=profile_x_medium,,2,,"['email', 'phone']",t,,,Sants - Badal,Sants-Montjuïc,41.37677610017751,2.124664932489395,Private room in rental unit,Private room,,,2 shared baths,1,1,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""Smart lock"", ""Kitchen"", ""Lock on bedroom door"", ""Self check-in"", ""Heating"", ""Air conditioning""]",$47.00,3,365,3,3,365,,3.0,365.0,,t,0,,0,,2025-03-05,14,,,143,14,84,3948,2024-07-03,,,4.79,4.43,4.57,4.64,4.79,4.43,Exempt,,2,0,2,0,1.71
1112253431071515587,,20250305023237,2025-03-07,city scrape,"Blueground | La Dreta de l'Eixample, balcony","Discover the best of Barcelona, with this two bedroom apartment in La Dreta de l'Eixample. with balcony views over the city. It’ll be easy to simply show up and start living in this fashionably Blueground furnished apartment with its fully-equipped kitchen, lovely living room, and our dedicated, on-the-ground support. (ID #BCN130)","This busy district in central Barcelona is characterized by wide streets and an elegant atmosphere. L'Eixample is known for its Art Nouveau architecture, including buildings by Antoni Gaudí, and the shopping and dining around the Plaça de Catalunya and along Passeig de Gracia.<br /><br />This neighborhood is renowned for its upscale shopping and dining, including international boutiques and upmarket restaurants on the Passeig de Gràcia and Rambla de Catalunya. Dreta de l’Eixample is also home to La Sagrada Familia, the iconic (and unfinished) masterwork from architect Antoni Gaudí.",https://a0.muscache.com/pictures/prohost-api/Hosting-1112253431071515587/original/5a56c6fb-3381-4781-ab8d-9a0836801944.jpeg,447375626,https://www.nocarz.pl/users/show/447375626,Blueground,,"Barcelona, Spain","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",,80%,,,https://a0.muscache.com/im/pictures/user/90157d08-6af0-4824-b846-c7c031388aba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90157d08-6af0-4824-b846-c7c031388aba.jpg?aki_policy=profile_x_medium,,148,158,,,t,"Barcelona, Catalunya, Spain",el Fort Pienc,Eixample,,2.1785113,Entire rental unit,,,1.0,1 bath,2,2,"[""Patio or balcony"", ""Shampoo"", ""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Washer \u2013\u00a0In unit"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Cooking basics"", ""Crib"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Air conditioning"", ""Essentials"", ""High chair""]",$147.00,31,1125,32,,1125,1125,42.6,1125.0,,t,1,1,1,1,2025-03-07,0,0,0,0,0,0,0,,,,,,,,,,,t,148,148,0,0,
1109264681471899898,https://www.nocarz.pl/rooms/1109264681471899898,20250305023237,2025-03-06,previous scrape,Modern room with natural light,,"he apartment is situated in a residential area within the green axis of Cristobal de Moura, offering a plethora of essential services. It's a contemporary neighborhood, bustling with international residents who live and work for technology companies based in Barcelona.",https://a0.muscache.com/pictures/miso/Hosting-1109264681471899898/original/da9c4e1e-c331-48f0-9b15-5f043740a9dc.jpeg,25989182,,Fabio,2015-01-12,,"Dear guests, my name is Fabio. I'm Italian but I've been living in Barcelona for over 15 years. I speak Spanish, English and Italian fluently, and some German. I'm passionate about ensuring all my guests have the best experience in both my apartment and the city. That's why I strive to make them feel at home. I also prioritize being readily available and ensuring communication is always prompt and effective.",N/A,N/A,100%,f,https://a0.muscache.com/im/users/25989182/profile_pic/1421069963/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/25989182/profile_pic/1421069963/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Provençals del Poblenou,Sant Martí,,,Private room in rental unit,Private room,,,,,,,,32,,32,32,200,200,,200.0,,t,0,0,0,0,,1,,,0,1,,,2024-08-20,2024-08-20,5.0,5.0,5.0,5.0,5.0,5.0,,,f,1,0,1,0,
,,,2025-03-10,city scrape,Ático con terraza 3 hab,,,,,https://www.nocarz.pl/users/show/45587972,Oriol,2015-10-02,"Barcelona, Spain","Hola, soy Oriol y soy natural de Barcelona. Así que conozco la ciudad y te puedo informar de algunas cosas sobre ella.. También vivo en Gracia, el mismo barrio de la casa que os invito a venir, así que os puedo revelar algunos secretos de este animado barrio. Me gusta viajar y alojarme en apartamentos como el mío, así que soy consciente de todo lo necesario para que vuestra estancia sea lo más agradable y placentera posible.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-45587972/original/19f77fa3-e3d2-4439-a642-1e5b4974d6f1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-45587972/original/19f77fa3-e3d2-4439-a642-1e5b4974d6f1.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,el Carmel,,41.42629,2.15737,,,3,1.0,1 bath,3,2,"[""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Host greets you"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Body soap"", ""Patio or balcony"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Coffee"", ""Ceiling fan"", ""Cooking basics"", ""Bed linens"", ""AC - split type ductless system"", ""Oven"", ""Extra pillows and blankets"", ""Baking sheet"", ""28 inch TV"", ""Drying rack for clothing"", ""Exercise equipment: stationary bike"", ""Dining table"", ""Outdoor dining area"", ""Dishes and silverware"", ""Wifi"", ""Wine glasses"", ""Shower gel"", ""Freezer"", ""Clothing storage"", ""Hot water kettle"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Other electric stove"", ""Washer"", ""Hair dryer""]",,31,330,31,,,330,31.0,330.0,,t,,15,39,185,2025-03-10,3,3,,185,2,186,13020,2024-05-20,,,,5.0,5.0,5.0,,5.0,,f,3,3,0,0,0.31
1110637956329577602,https://www.nocarz.pl/rooms/1110637956329577602,,,city scrape,,Hello. My name is Steven and I suggest you stay in this lovely room. Historic sites and beach within walking distance ☺️,,https://a0.muscache.com/pictures/hosting/Hosting-1110637956329577602/original/ecc18b6e-c52b-485a-9d1a-8a915cd872c3.jpeg,557223380,https://www.nocarz.pl/users/show/557223380,Steven,2024-01-18,"Barcelona, Spain","",within a few hours,92%,,t,https://a0.muscache.com/im/pictures/user/User-557223380/original/54bdfa45-bee6-441a-bf99-c7f0576d2795.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-557223380/original/54bdfa45-bee6-441a-bf99-c7f0576d2795.jpeg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",,t,,el Barri Gòtic,Ciutat Vella,41.38154349399134,,,,2,1.0,1 shared bath,1,,"[""Shampoo"", ""Refrigerator"", ""Host greets you"", ""Lock on bedroom door"", ""Hot water"", ""Iron"", ""Bed linens"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Stove"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Clothing storage"", ""Freezer"", ""Cleaning products"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Essentials""]",$91.00,1,365,1,1,,,1.0,365.0,,,22,49,56,79,2025-03-06,15,15,,79,10,90,8190,2024-07-29,2025-03-05,4.8,,4.6,4.67,,4.93,4.67,,,3,0,3,,2.04
1110956211892849553,https://www.nocarz.pl/rooms/1110956211892849553,20250305023237,2025-03-06,city scrape,Apartment Sagrada Familia,"A very suitable apartment for family living, located in the center of the city with a great location and complete support facilities.",,https://a0.muscache.com/pictures/350b4785-e3c9-4608-9f99-d234b6ae9ae0.jpg,367352739,https://www.nocarz.pl/users/show/367352739,Xu,2020-09-13,,"I'm XU，a 100% full-time landlord. I love football, my job and all my guests. I can feel the magic and uniqueness of Barcelona every day，I will treat every guest warmly and friendly, and I hope you can have a good time in Barcelona.❤️",within an hour,,100%,f,https://a0.muscache.com/im/pictures/user/User-367352739/original/f95cd2de-cb88-49ac-88dd-ad321080d18e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-367352739/original/f95cd2de-cb88-49ac-88dd-ad321080d18e.jpeg?aki_policy=profile_x_medium,,34,,"['email', 'phone']",,t,,la Sagrada Família,,41.4025310102841,2.1809384766978863,Entire rental unit,Entire home/apt,,1.0,1 bath,2,3,"[""Ceiling fan"", ""Dedicated workspace"", ""Shampoo"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Host greets you"", ""Drying rack for clothing"", ""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Hot water"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Fire extinguisher"", ""Cooking basics"", ""HDTV"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Washer"", ""Gas stove"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Essentials""]",$60.00,31,180,31,31,180,180,31.0,180.0,,t,2,16,,248,,5,5,1,184,4,255,15300,2024-06-17,2025-02-28,4.6,,4.6,5.0,5.0,4.8,4.6,,f,2,2,,0,0.57
1111293516966300387,,20250305023237,2025-03-05,city scrape,Amazing apartment Poblenou,"This is the kind of apartment that you fall in love.  The apartment is in a new building in Poblenou in Dr Trueta street, it is in a second floor apartment with  private lift.  The apartment is 60 sqm with two rooms, one room face to the street and it has a big wardrobe, the other room it is single and it has a desk area,  300 meters from the beach.<br /><br />Open kitchen very sunny and a private balcony where you can enjoy the sunset.<br /><br />Downstair in the building you can find a pool and a gym.",,https://a0.muscache.com/pictures/miso/Hosting-1111293516966300387/original/f2f67432-65a1-40e5-989e-64e23031ebdb.jpeg,562848731,,,,,"",within a few hours,100%,38%,f,https://a0.muscache.com/im/pictures/user/a5cf9888-95cc-49ce-b7b7-b1536c4a1c6b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a5cf9888-95cc-49ce-b7b7-b1536c4a1c6b.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",,t,,el Poblenou,Sant Martí,41.39426554577109,2.199869972966368,Entire rental unit,Entire home/apt,,1.0,1 bath,2,2,"[""Paid street parking off premises"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Heating - split type ductless system"", ""Bed linens"", ""Exercise equipment"", ""Coffee maker: espresso machine"", ""Wifi"", ""Bosch refrigerator"", ""Pool"", ""Wine glasses"", ""Cooking basics"", ""Freezer"", ""Washer"", ""Kitchen"", ""Elevator"", ""Toaster"", ""Extra pillows and blankets""]",$105.00,32,180,32,32,180,,32.0,180.0,,t,0,0,24,204,2025-03-05,2,2,0,204,2,128,,2024-09-03,,5.0,,4.5,5.0,5.0,5.0,,,f,1,1,0,,
1111535485167377414,https://www.nocarz.pl/rooms/1111535485167377414,20250305023237,2025-03-11,city scrape,Penthouse reformado con terrazas,"Accommodation for reasons: vacation, leisure or recreational. Newly renovated with lots of light for 6 people, with 3 double bedrooms, 2 bathrooms, kitchen-office and 2 terraces that will make you enjoy with family and friends of this splendid city and its views.<br />Ideal to spend a season in the city, the immediate environment has all kinds of shops, proximity to the center of the city, metro station very close to only a few stops of Plaza Catalunya,",,https://a0.muscache.com/pictures/miso/Hosting-1111535485167377414/original/9c7af6c6-c10c-4847-8dff-84635681ea69.jpeg,551998562,https://www.nocarz.pl/users/show/551998562,Jaume,2023-12-21,,"",within a day,60%,13%,,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,,9,"['email', 'phone']",f,t,,Navas,Sant Andreu,41.4150468,,Entire rental unit,Entire home/apt,,2.0,2 baths,,,"[""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Heating - split type ductless system"", ""TV"", ""Microwave"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""Oven"", ""Baking sheet"", ""Air conditioning"", ""Drying rack for clothing"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Wine glasses"", ""Freezer"", ""Coffee maker: pour-over coffee"", ""Dishwasher"", ""Hot water kettle"", ""Hot water"", ""Other electric stove"", ""Washer"", ""Toaster""]",$100.00,32,365,32,,365,,32.0,365.0,,,0,,39,159,2025-03-11,,1,,159,1,64,6400,2024-07-15,2024-07-15,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,8,8,0,0,0.13
1111589664087249721,https://www.nocarz.pl/rooms/1111589664087249721,20250305023237,2025-03-06,city scrape,Boqueria Dream G43,"Welcome to this beautiful new contemporary apartment located in the vibrant heart of Barcelona. Available for monthly rent only, this apartment offers a modern and stylish living space with abundant natural light and stunning design that combines comfort and functionality.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1111589664087249721/original/9e305345-ac51-476f-8580-761461d6aa92.jpeg,559591890,https://www.nocarz.pl/users/show/559591890,Global Heritage,2024-01-31,,"",within a day,100%,,f,https://a0.muscache.com/im/pictures/user/User-559591890/original/36062812-72b2-4c67-89ec-36cd709abb59.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-559591890/original/36062812-72b2-4c67-89ec-36cd709abb59.png?aki_policy=profile_x_medium,,25,25,"['email', 'phone']",t,t,,el Raval,,41.38273137323617,2.171687159828687,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2,2,"[""Washer"", ""TV with standard cable"", ""Bed linens"", ""Kitchen"", ""Elevator"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Heating"", ""Air conditioning""]",$83.00,1,365,1,32,,,16.1,365.0,,t,,33,63,152,2025-03-06,,0,,152,0,0,,,,,,,,,,,Exempt,f,,,,0,
1112855938015395598,https://www.nocarz.pl/rooms/1112855938015395598,20250305023237,2025-03-05,city scrape,Nice room green,Enjoy the simplicity of this quiet and central home.<br />5 mins away from sacred family.,,https://a0.muscache.com/pictures/hosting/Hosting-1112855938015395598/original/3dd62824-8eb9-4000-a374-84e261c1d3af.jpeg,339008424,,Kennedy,2020-02-26,,Nos encanta viajar y recibir gente de todo el mundo. Será un placer recibirte en nuestro apartamento.,within an hour,100%,98%,f,,https://a0.muscache.com/im/pictures/user/27782701-15fc-4275-925f-86257548b2b6.jpg?aki_policy=profile_x_medium,,4,4,['phone'],,t,,el Camp d'en Grassot i Gràcia Nova,,,2.1675760675324485,Private room in rental unit,Private room,2,,2 baths,0,1,"[""Coffee maker"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Kitchen"", ""Stove"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Ethernet connection"", ""Clothing storage"", ""Hot water"", ""Oven""]",$75.00,2,365,,,365,,2.0,,,t,1,7,8,,2025-03-05,35,,0,177,35,210,,2024-04-13,2024-10-26,4.8,4.8,4.66,4.91,4.89,4.86,4.69,Exempt,f,4,,,0,3.21
,https://www.nocarz.pl/rooms/1112863763791576059,20250305023237,,city scrape,Nice room blue,"Enjoy the simplicity of this quiet and centrally located accommodation, 5 minutes from the sacred family and several other tourist spots.",,https://a0.muscache.com/pictures/hosting/Hosting-1112863763791576059/original/e0217740-1436-4deb-b089-99248b37df7d.jpeg,339008424,https://www.nocarz.pl/users/show/339008424,Kennedy,,"Balearic Islands, Spain",Nos encanta viajar y recibir gente de todo el mundo. Será un placer recibirte en nuestro apartamento.,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/27782701-15fc-4275-925f-86257548b2b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/27782701-15fc-4275-925f-86257548b2b6.jpg?aki_policy=profile_x_medium,,,4,['phone'],t,t,,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40513,2.1671,,Private room,,2.0,2 baths,1,,"[""Wifi"", ""Bed linens"", ""Kitchen"", ""Lock on bedroom door"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Heating"", ""Clothing storage"", ""Hot water""]",,2,10,2,2,10,10,,10.0,,t,0,11,33,201,2025-03-05,31,31,0,201,,186,,2024-04-07,,4.68,4.84,4.68,,4.84,4.87,4.74,Exempt,,4,0,4,,2.79
1112944618360244201,https://www.nocarz.pl/rooms/1112944618360244201,20250305023237,2025-03-06,previous scrape,Ático terraza vistas S Familia,"Attractive bright 50 m2 penthouse with large terrace, it has a double room, semi-open kitchen in the living room in which we find the dining room. Split air in dining room.<br />With two metro lines just 2 blocks away or the 5 bus lines 50 m away, they make it a very comfortable apartment, close to any point in the city (just 12 minutes from Plaza Catalunya by metro) by public and practical transport. Away from the hustle and bustle, it's ideal and quiet.",,https://a0.muscache.com/pictures/miso/Hosting-1112944618360244201/original/dc8de677-b353-4fa8-8cf7-d4c6d88c6bee.jpeg,551998562,,,,,,within a day,,13%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,8,9,,f,t,,el Camp de l'Arpa del Clot,Sant Martí,,2.183443,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""TV"", ""Wifi"", ""Washer"", ""Kitchen"", ""Air conditioning""]",,32,365,,,,,32.0,365.0,,,0,0,0,,,0,,0,4,0,0,,,,,,,,,,,Exempt,f,8,8,0,0,
